input,target
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in deep learning, machine learning, nlp.
JD: Backend/Software role requiring deep learning, machine learning, rest api.
Gaps: Missing skills: rest api. Weak skills: deep learning.
Target topic: Machine Learning. Target difficulty: easy.","Give an example where model interpretability would fail, and how you'd detect or fix it. Variant:"
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in python, react, data structures.
JD: Backend/Software role requiring python, react, sql.
Gaps: Missing skills: sql. Weak skills: python.
Target topic: Deep Learning. Target difficulty: medium.","Give an example where vae and gan would fail, and how you'd detect or fix it. Variant:"
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in kubernetes, aws, java.
JD: Backend/Software role requiring kubernetes, aws, operating systems.
Gaps: Missing skills: operating systems. Weak skills: kubernetes.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: How would you approach api versioning for a large-scale system? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in python, react, kubernetes.
JD: Backend/Software role requiring python, react, rest api.
Gaps: Missing skills: rest api. Weak skills: react.
Target topic: Machine Learning. Target difficulty: hard.",Design a solution: Explain model interpretability and when you'd use it in production. Assume 1M daily users. Variant: Short version: Design a solution: Explain model interpretability and when you'd use it in production. Assume 1M daily users.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in aws, algorithms, kubernetes.
JD: Backend/Software role requiring aws, algorithms, rest api.
Gaps: Missing skills: rest api. Weak skills: kubernetes.
Target topic: System Design. Target difficulty: medium.",What are common pitfalls when implementing designing scalable systems and how do you mitigate them? Latency must stay below 200ms. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in sql, networking, dbms.
JD: Backend/Software role requiring sql, networking, kubernetes.
Gaps: Missing skills: kubernetes. Weak skills: sql.
Target topic: Deep Learning. Target difficulty: hard.",Design a solution: Explain fine-tuning large models and when you'd use it in production. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in kubernetes, rest api, algorithms.
JD: Backend/Software role requiring kubernetes, rest api, data structures.
Gaps: Missing skills: data structures. Weak skills: algorithms.
Target topic: Behavioural. Target difficulty: hard.","Design a solution: Give an example where communication under pressure would fail, and how you'd detect or fix it. Requires cross-region fault tolerance. Variant:"
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, networking, python.
JD: Backend/Software role requiring operating systems, networking, system design.
Gaps: Missing skills: system design. Weak skills: python.
Target topic: Database & SQL. Target difficulty: easy.",What are common pitfalls when implementing data modeling and how do you mitigate them? Variant: Rephrase: What are common pitfalls when implementing data modeling and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in machine learning, system design, python.
JD: Backend/Software role requiring machine learning, system design, java.
Gaps: Missing skills: java. Weak skills: system design.
Target topic: Database & SQL. Target difficulty: medium.",Design an architecture or algorithm to solve replication and explain your choices. Variant: Describe: Design an architecture or algorithm to solve replication and explain your choices.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in kubernetes, java, python.
JD: Backend/Software role requiring kubernetes, java, nlp.
Gaps: Missing skills: nlp. Weak skills: python.
Target topic: Cloud & DevOps. Target difficulty: easy.",What are common pitfalls when implementing monitoring and alerting and how do you mitigate them? Variant: Rephrase: What are common pitfalls when implementing monitoring and alerting and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, dbms, nlp.
JD: Backend/Software role requiring python, dbms, networking.
Gaps: Missing skills: networking. Weak skills: nlp.
Target topic: Database & SQL. Target difficulty: hard.",Design a solution: Describe the trade-offs involved in replication. Variant: Describe: Design a solution: Describe the trade-offs involved in replication.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in sql, system design, docker.
JD: Backend/Software role requiring sql, system design, java.
Gaps: Missing skills: java. Weak skills: system design.
Target topic: Database & SQL. Target difficulty: hard.",Design a solution: What are common pitfalls when implementing query optimization and how do you mitigate them? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in python, java, kubernetes.
JD: Backend/Software role requiring python, java, node.js.
Gaps: Missing skills: node.js. Weak skills: kubernetes.
Target topic: Backend Development. Target difficulty: medium.",Walk me through how you'd implement schema design from scratch. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in machine learning, node.js, operating systems.
JD: Backend/Software role requiring machine learning, node.js, python.
Gaps: Missing skills: python. Weak skills: node.js.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: Compare different approaches to rest api design and justify which you'd pick for high throughput systems. Variant: Rephrase: Design a solution: Compare different approaches to rest api design and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in deep learning, nlp, data structures.
JD: Backend/Software role requiring deep learning, nlp, react.
Gaps: Missing skills: react. Weak skills: nlp.
Target topic: Cloud & DevOps. Target difficulty: easy.",What are common pitfalls when implementing ci/cd pipelines and how do you mitigate them? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in react, java, machine learning.
JD: Backend/Software role requiring react, java, dbms.
Gaps: Missing skills: dbms. Weak skills: java.
Target topic: Database & SQL. Target difficulty: medium.",Explain window functions and when you'd use it in production. Variant: Describe: Explain window functions and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in sql, node.js, system design.
JD: Backend/Software role requiring sql, node.js, data structures.
Gaps: Missing skills: data structures. Weak skills: sql.
Target topic: Deep Learning. Target difficulty: hard.",Design a solution: How would you approach vae and gan for a large-scale system? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in dbms, react, deep learning.
JD: Backend/Software role requiring dbms, react, aws.
Gaps: Missing skills: aws. Weak skills: deep learning.
Target topic: Deep Learning. Target difficulty: hard.",Design a solution: How would you approach batch normalization for a large-scale system? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in deep learning, python, docker.
JD: Backend/Software role requiring deep learning, python, sql.
Gaps: Missing skills: sql. Weak skills: python.
Target topic: Database & SQL. Target difficulty: medium.","Give an example where indexing strategies would fail, and how you'd detect or fix it. Variant: Short version: Give an example where indexing strategies would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in kubernetes, rest api, system design.
JD: Backend/Software role requiring kubernetes, rest api, networking.
Gaps: Missing skills: networking. Weak skills: kubernetes.
Target topic: Deep Learning. Target difficulty: medium.",How do you evaluate the effectiveness of loss functions in a real project? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in networking, operating systems, java.
JD: Backend/Software role requiring networking, operating systems, node.js.
Gaps: Missing skills: node.js. Weak skills: networking.
Target topic: Behavioural. Target difficulty: hard.",Design a solution: Compare different approaches to leadership examples and justify which you'd pick for high throughput systems. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in aws, java, algorithms.
JD: Backend/Software role requiring aws, java, data structures.
Gaps: Missing skills: data structures. Weak skills: aws.
Target topic: Algorithms. Target difficulty: easy.",Explain simply how you'd approach shortest path and explain your choices. Latency must stay below 200ms. Variant: Rephrase: Explain simply how you'd approach shortest path and explain your choices. Latency must stay below 200ms.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in dbms, docker, kubernetes.
JD: Backend/Software role requiring dbms, docker, nlp.
Gaps: Missing skills: nlp. Weak skills: dbms.
Target topic: Data Science. Target difficulty: hard.",Design a solution: Explain data wrangling tools and when you'd use it in production. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in kubernetes, algorithms, aws.
JD: Backend/Software role requiring kubernetes, algorithms, networking.
Gaps: Missing skills: networking. Weak skills: algorithms.
Target topic: System Design. Target difficulty: hard.",Design a solution: Explain the concept of load balancing with a short example. Variant: Rephrase: Design a solution: Explain the concept of load balancing with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in node.js, deep learning, nlp.
JD: Backend/Software role requiring node.js, deep learning, networking.
Gaps: Missing skills: networking. Weak skills: deep learning.
Target topic: System Design. Target difficulty: medium.",What are common pitfalls when implementing rate limiting and how do you mitigate them? Variant: Short version: What are common pitfalls when implementing rate limiting and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in java, rest api, algorithms.
JD: Backend/Software role requiring java, rest api, machine learning.
Gaps: Missing skills: machine learning. Weak skills: java.
Target topic: Data Science. Target difficulty: medium.",How do you evaluate the effectiveness of sampling strategies in a real project? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, java, aws.
JD: Backend/Software role requiring operating systems, java, machine learning.
Gaps: Missing skills: machine learning. Weak skills: aws.
Target topic: Cloud & DevOps. Target difficulty: medium.",Explain the concept of infrastructure as code with a short example. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, react, rest api.
JD: Backend/Software role requiring python, react, networking.
Gaps: Missing skills: networking. Weak skills: rest api.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: How would you approach rate limiting for a large-scale system? Variant: Rephrase: Design a solution: How would you approach rate limiting for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in machine learning, kubernetes, aws.
JD: Backend/Software role requiring machine learning, kubernetes, system design.
Gaps: Missing skills: system design. Weak skills: machine learning.
Target topic: Web Development. Target difficulty: medium.","How do you evaluate the effectiveness of security (xss, csrf) in a real project? Variant: Rephrase: How do you evaluate the effectiveness of security (xss, csrf) in a real project?"
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in algorithms, operating systems, python.
JD: Backend/Software role requiring algorithms, operating systems, kubernetes.
Gaps: Missing skills: kubernetes. Weak skills: operating systems.
Target topic: Behavioural. Target difficulty: easy.",Explain simply how you'd approach situational judgement and explain your choices. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, networking, machine learning.
JD: Backend/Software role requiring rest api, networking, node.js.
Gaps: Missing skills: node.js. Weak skills: rest api.
Target topic: Database & SQL. Target difficulty: medium.","Give an example where joins vs denormalization would fail, and how you'd detect or fix it. Dataset is highly imbalanced. Variant: Rephrase: Give an example where joins vs denormalization would fail, and how you'd detect or fix it. Dataset is highly imbalanced."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in nlp, dbms, kubernetes.
JD: Backend/Software role requiring nlp, dbms, deep learning.
Gaps: Missing skills: deep learning. Weak skills: nlp.
Target topic: Cloud & DevOps. Target difficulty: medium.",Explain the concept of ci/cd pipelines with a short example. Variant: Describe: Explain the concept of ci/cd pipelines with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, python, networking.
JD: Backend/Software role requiring rest api, python, sql.
Gaps: Missing skills: sql. Weak skills: python.
Target topic: Behavioural. Target difficulty: hard.",Design a solution: Explain mentorship and when you'd use it in production. Variant: Describe: Design a solution: Explain mentorship and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in python, dbms, rest api.
JD: Backend/Software role requiring python, dbms, operating systems.
Gaps: Missing skills: operating systems. Weak skills: python.
Target topic: Backend Development. Target difficulty: medium.","Give an example where rest api design would fail, and how you'd detect or fix it. Latency must stay below 200ms. Variant: Short version: Give an example where rest api design would fail, and how you'd detect or fix it. Latency must stay below 200ms."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in networking, machine learning, system design.
JD: Backend/Software role requiring networking, machine learning, docker.
Gaps: Missing skills: docker. Weak skills: system design.
Target topic: Behavioural. Target difficulty: easy.",Explain simply how you'd approach roadmap prioritization and explain your choices. Variant: Short version: Explain simply how you'd approach roadmap prioritization and explain your choices.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in aws, java, system design.
JD: Backend/Software role requiring aws, java, deep learning.
Gaps: Missing skills: deep learning. Weak skills: system design.
Target topic: Deep Learning. Target difficulty: hard.",Design a solution: How would you approach multi-task learning for a large-scale system? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in docker, machine learning, dbms.
JD: Backend/Software role requiring docker, machine learning, operating systems.
Gaps: Missing skills: operating systems. Weak skills: dbms.
Target topic: Algorithms. Target difficulty: easy.",Explain simply how you'd approach string algorithms and explain your choices. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in node.js, python, docker.
JD: Backend/Software role requiring node.js, python, operating systems.
Gaps: Missing skills: operating systems. Weak skills: docker.
Target topic: Behavioural. Target difficulty: hard.",Design a solution: How do you evaluate the effectiveness of leadership examples in a real project? Variant: Short version: Design a solution: How do you evaluate the effectiveness of leadership examples in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in deep learning, node.js, dbms.
JD: Backend/Software role requiring deep learning, node.js, sql.
Gaps: Missing skills: sql. Weak skills: dbms.
Target topic: Backend Development. Target difficulty: medium.",Compare different approaches to rate limiting and justify which you'd pick for high throughput systems. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in machine learning, sql, algorithms.
JD: Backend/Software role requiring machine learning, sql, python.
Gaps: Missing skills: python. Weak skills: sql.
Target topic: Deep Learning. Target difficulty: medium.",How do you evaluate the effectiveness of rnn and transformers in a real project? Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in algorithms, react, operating systems.
JD: Backend/Software role requiring algorithms, react, data structures.
Gaps: Missing skills: data structures. Weak skills: algorithms.
Target topic: Backend Development. Target difficulty: medium.",Compare different approaches to schema design and justify which you'd pick for high throughput systems. Variant: Rephrase: Compare different approaches to schema design and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in docker, algorithms, system design.
JD: Backend/Software role requiring docker, algorithms, dbms.
Gaps: Missing skills: dbms. Weak skills: system design.
Target topic: Data Science. Target difficulty: medium.",Explain the concept of statistical testing with a short example. Variant: Short version: Explain the concept of statistical testing with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in java, system design, sql.
JD: Backend/Software role requiring java, system design, nlp.
Gaps: Missing skills: nlp. Weak skills: java.
Target topic: Machine Learning. Target difficulty: medium.",Design an architecture or algorithm to solve bias-variance tradeoff and explain your choices. Variant: Short version: Design an architecture or algorithm to solve bias-variance tradeoff and explain your choices.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in kubernetes, docker, java.
JD: Backend/Software role requiring kubernetes, docker, rest api.
Gaps: Missing skills: rest api. Weak skills: java.
Target topic: System Design. Target difficulty: easy.",Explain the concept of caching layers with a short example. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in machine learning, dbms, deep learning.
JD: Backend/Software role requiring machine learning, dbms, algorithms.
Gaps: Missing skills: algorithms. Weak skills: deep learning.
Target topic: Database & SQL. Target difficulty: medium.",How do you evaluate the effectiveness of data modeling in a real project? Variant: Rephrase: How do you evaluate the effectiveness of data modeling in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in nlp, dbms, kubernetes.
JD: Backend/Software role requiring nlp, dbms, rest api.
Gaps: Missing skills: rest api. Weak skills: dbms.
Target topic: Backend Development. Target difficulty: medium.",Explain api versioning and when you'd use it in production. Variant: Short version: Explain api versioning and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in rest api, data structures, sql.
JD: Backend/Software role requiring rest api, data structures, algorithms.
Gaps: Missing skills: algorithms. Weak skills: data structures.
Target topic: Algorithms. Target difficulty: medium.",How do you evaluate the effectiveness of dynamic programming in a real project? Variant: Rephrase: How do you evaluate the effectiveness of dynamic programming in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in system design, machine learning, deep learning.
JD: Backend/Software role requiring system design, machine learning, operating systems.
Gaps: Missing skills: operating systems. Weak skills: deep learning.
Target topic: Machine Learning. Target difficulty: medium.","Give an example where model interpretability would fail, and how you'd detect or fix it. Variant: Short version: Give an example where model interpretability would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in react, rest api, networking.
JD: Backend/Software role requiring react, rest api, python.
Gaps: Missing skills: python. Weak skills: networking.
Target topic: Algorithms. Target difficulty: medium.",What are common pitfalls when implementing greedy algorithms and how do you mitigate them? Variant: Describe: What are common pitfalls when implementing greedy algorithms and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in system design, java, algorithms.
JD: Backend/Software role requiring system design, java, rest api.
Gaps: Missing skills: rest api. Weak skills: algorithms.
Target topic: Database & SQL. Target difficulty: hard.",Design an architecture or algorithm to solve data modeling and explain your choices. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in nlp, kubernetes, deep learning.
JD: Backend/Software role requiring nlp, kubernetes, python.
Gaps: Missing skills: python. Weak skills: kubernetes.
Target topic: Backend Development. Target difficulty: medium.",Compare different approaches to idempotency and justify which you'd pick for high throughput systems. Latency must stay below 200ms. Variant: Describe: Compare different approaches to idempotency and justify which you'd pick for high throughput systems. Latency must stay below 200ms.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in dbms, operating systems, react.
JD: Backend/Software role requiring dbms, operating systems, algorithms.
Gaps: Missing skills: algorithms. Weak skills: dbms.
Target topic: Database & SQL. Target difficulty: easy.",Describe the trade-offs involved in window functions. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in docker, networking, react.
JD: Backend/Software role requiring docker, networking, aws.
Gaps: Missing skills: aws. Weak skills: networking.
Target topic: Machine Learning. Target difficulty: easy.",Compare different approaches to bias-variance tradeoff and justify which you'd pick for high throughput systems. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in algorithms, networking, node.js.
JD: Backend/Software role requiring algorithms, networking, nlp.
Gaps: Missing skills: nlp. Weak skills: algorithms.
Target topic: Web Development. Target difficulty: medium.","Give an example where performance optimization would fail, and how you'd detect or fix it. Variant:"
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in deep learning, data structures, algorithms.
JD: Backend/Software role requiring deep learning, data structures, node.js.
Gaps: Missing skills: node.js. Weak skills: algorithms.
Target topic: Database & SQL. Target difficulty: medium.",Design an architecture or algorithm to solve replication and explain your choices. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in node.js, react, aws.
JD: Backend/Software role requiring node.js, react, python.
Gaps: Missing skills: python. Weak skills: node.js.
Target topic: System Design. Target difficulty: hard.",Design a solution: Compare different approaches to load balancing and justify which you'd pick for high throughput systems. Variant: Describe: Design a solution: Compare different approaches to load balancing and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in react, system design, deep learning.
JD: Backend/Software role requiring react, system design, operating systems.
Gaps: Missing skills: operating systems. Weak skills: deep learning.
Target topic: Deep Learning. Target difficulty: medium.",Explain the concept of sequence-to-sequence models with a short example. Variant: Describe: Explain the concept of sequence-to-sequence models with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in dbms, machine learning, system design.
JD: Backend/Software role requiring dbms, machine learning, algorithms.
Gaps: Missing skills: algorithms. Weak skills: machine learning.
Target topic: Backend Development. Target difficulty: medium.",How do you evaluate the effectiveness of authentication in a real project? Variant: Short version: How do you evaluate the effectiveness of authentication in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in machine learning, aws, networking.
JD: Backend/Software role requiring machine learning, aws, rest api.
Gaps: Missing skills: rest api. Weak skills: machine learning.
Target topic: Cloud & DevOps. Target difficulty: easy.",Explain simply how you'd approach infrastructure as code and explain your choices. Assume 1M daily users. Variant: Short version: Explain simply how you'd approach infrastructure as code and explain your choices. Assume 1M daily users.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, dbms, machine learning.
JD: Backend/Software role requiring rest api, dbms, deep learning.
Gaps: Missing skills: deep learning. Weak skills: dbms.
Target topic: Data Science. Target difficulty: easy.",Compare different approaches to data cleaning and justify which you'd pick for high throughput systems. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in networking, kubernetes, sql.
JD: Backend/Software role requiring networking, kubernetes, node.js.
Gaps: Missing skills: node.js. Weak skills: kubernetes.
Target topic: Database & SQL. Target difficulty: medium.",Walk me through how you'd implement indexing strategies from scratch. Dataset is highly imbalanced. Variant:
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in deep learning, kubernetes, operating systems.
JD: Backend/Software role requiring deep learning, kubernetes, java.
Gaps: Missing skills: java. Weak skills: kubernetes.
Target topic: System Design. Target difficulty: medium.",What are common pitfalls when implementing sharding strategies and how do you mitigate them? Requires cross-region fault tolerance. Variant: Rephrase: What are common pitfalls when implementing sharding strategies and how do you mitigate them? Requires cross-region fault tolerance.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, nlp, java.
JD: Backend/Software role requiring operating systems, nlp, algorithms.
Gaps: Missing skills: algorithms. Weak skills: nlp.
Target topic: Algorithms. Target difficulty: hard.",Design a solution: Describe the trade-offs involved in graph algorithms. Variant: Short version: Design a solution: Describe the trade-offs involved in graph algorithms.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in nlp, sql, react.
JD: Backend/Software role requiring nlp, sql, rest api.
Gaps: Missing skills: rest api. Weak skills: nlp.
Target topic: Data Science. Target difficulty: medium.",Explain the concept of data ethics with a short example. Variant: Short version: Explain the concept of data ethics with a short example.
